1,150
1,151
2,149
2,150
3,149
3,150
4,148
4,149
5,148
5,149
6,147
6,148
7,147
7,148
8,146
8,147
9,146
9,147
10,145
10,146
11,145
11,146
12,144
12,145
13,144
13,145
14,143
14,144
15,143
15,144
16,142
16,143
17,142
17,143
18,141
18,142
19,141
19,142
20,140
20,141
21,140
21,141
22,139
22,140
23,139
23,140
24,139
25,138
25,139
26,138
27,137
27,138
28,137
28,138
29,136
29,137
30,136
30,137
31,136
32,135
32,136
33,135
34,134
34,135
35,134
35,135
36,134
37,133
37,134
38,133
39,132
39,133
40,132
40,133
41,132
42,131
42,132
43,131
44,131
45,130
45,131
46,130
47,130
48,129
48,130
49,129
50,129
51,128
51,129
52,128
53,128
54,127
54,128
55,127
56,127
57,127
58,126
59,126
60,126
61,126
62,125
63,125
64,125
65,125
66,124
66,125
67,124
68,124
69,124
70,124
71,123
71,124
72,123
73,123
74,123
75,123
76,122
76,123
77,122
77,123
78,122
79,122
80,122
81,122
82,121
82,122
83,121
83,122
84,121
84,122
85,121
85,122
86,121
86,122
87,121
87,122
88,121
89,121
90,121
91,121
92,120
92,121
93,120
93,121
94,120
94,121
95,120
95,121
96,120
96,121
97,120
97,121
98,120
98,121
99,120
99,121
100,120
100,121
101,120
101,121
102,120
102,121
103,120
103,121
104,120
104,121
105,120
105,121
106,120
106,121
107,120
107,121
108,120
108,121
109,120
109,121
110,120
110,121
111,120
111,121
112,120
112,121
113,120
113,121
114,120
114,121
115,120
115,121
116,120
116,121
117,120
117,121
118,121
